`id_spec`,`id_grp`,`title`
144,2462,"Общая педагогика, история педагогики и образования"
145,2463,"Общая педагогика, история педагогики и образования"
146,2464,"Общая педагогика, история педагогики и образования"
147,2465,"Методология и технология профессионального образования"
148,2466,"Методология и технология профессионального образования"
149,2467,"Методология и технология профессионального образования"
150,1174,Биология
151,1206,Музыка
152,1208,"Математическое образование"
153,1214,"Иностранный язык (французский язык)"
154,1216,"Филологическое образование"
155,1223,Физика
156,1234,"Физическая культура"
157,1248,Химия
158,1252,История
159,1268,"Начальное образование"
160,1270,"Дошкольное образование"
161,1271,Технология
162,1280,"Иностранный язык (английский язык)"
163,1281,"Иностранный язык (немецкий язык)"
164,1282,"Иностранный язык(немецкий язык на базе английского)"
165,1290,Информатика
166,1302,Обществознание
167,1306,Биология
168,1323,"Математическое образование"
169,1336,Физика
170,1349,Обществознание
171,1359,Информатика
172,1372,"Иностранный язык (английский язык)"
173,1373,"Иностранный язык (немецкий язык)"
174,1374,"Иностранный язык(немецкий язык на базе английского)"
175,1377,"Начальное образование"
176,1378,"Дошкольное образование"
177,1379,Технология
178,1398,История
179,1402,Химия
180,1404,"Физическая культура"
181,1412,"Филологическое образование"
182,1414,"Иностранный язык (французский язык)"
183,1415,Музыка
184,1439,Биология
185,1461,"Математическое образование"
186,1479,Физика
187,1490,Обществознание
188,1501,Информатика
189,1515,"Иностранный язык (английский язык)"
190,1516,"Иностранный язык (немецкий язык)"
191,1517,"Иностранный язык(немецкий язык на базе английского)"
192,1520,"Начальное образование"
193,1521,"Дошкольное образование"
194,1522,Технология
195,1543,История
196,1547,Химия
197,1549,"Физическая культура"
198,1558,"Филологическое образование"
199,1560,"Иностранный язык (французский язык)"
200,1561,Музыка
201,1574,Биология
202,1589,"Математическое образование"
203,1602,Физика
204,1615,Обществознание
205,1626,Информатика
206,1640,"Иностранный язык (английский язык)"
207,1641,"Иностранный язык(немецкий язык на базе английского)"
208,1642,"Иностранный язык (немецкий язык)"
209,1645,"Начальное образование"
210,1647,"Дошкольное образование"
211,1649,Технология
212,1665,История
213,1669,Химия
214,1671,"Физическая культура"
215,1680,"Филологическое образование"
216,1682,"Иностранный язык (французский язык)"
217,1683,Музыка
218,1707,Биология
219,1735,"Математическое образование"
220,1752,Физика
221,1776,Обществознание
222,1790,Музыка
223,1796,Информатика
224,1806,"Начальное образование"
225,1807,"Дошкольное образование"
226,1808,Технология
227,1812,"Иностранный язык (французский язык)"
228,1813,"Филологическое образование"
229,1821,"Физическая культура"
230,1825,Химия
231,1829,История
232,1855,Биология
233,1871,"Математическое образование"
234,1885,Физика
235,1900,Обществознание
236,1912,Информатика
237,1944,Музыка
238,1946,"Иностранный язык (французский язык)"
239,1947,"Филологическое образование"
240,1958,Химия
241,1964,История
242,1989,"Начальное образование"
243,1990,"Дошкольное образование"
244,1994,Технология
245,2009,"Иностранный язык(немецкий язык на базе английского)"
246,2013,"Иностранный язык (немецкий язык)"
247,2014,"Иностранный язык (английский язык)"
248,2015,"Иностранный язык (английский язык)"
249,2016,"Иностранный язык(немецкий язык на базе английского)"
250,2017,"Иностранный язык (немецкий язык)"
251,2019,"Физическая культура"
252,2027,"Биология и экология в системе общего и профессионального образования"
253,2029,"Биология и экология в системе общего и профессионального образования"
254,2031,"Биология и экология в системе общего и профессионального образования"
255,2034,"Физическая культура"
256,2035,"Физическая культура"
257,2057,"Методология исторического образования"
258,2069,"Физика и методико-информационные технологии в образовании"
259,2105,"Актуальные стратегии и инструменты эффективного обучения химии"
260,2109,"Информатика в образовании"
261,2116,"Учитель-ученик-урок в школьной практике словесника"
262,2119,"Развитие личности средствами искусства"
263,2141,"Технологическое образование в системе профессиональной подготовки"
264,2142,"Начальное образование"
265,2145,"Управление образовательными организациями"
266,2152,Обществознание
267,2172,"Методология исторического образования"
268,2184,"Физика и методико-информационные технологии в образовании"
269,2198,"Информатика в образовании"
270,2200,"Учитель-ученик-урок в школьной практике словесника"
271,2207,"Развитие личности средствами искусства"
272,2222,"Начальное образование"
273,2223,"Технологическое образование в системе профессиональной подготовки"
274,2224,"Управление образовательными организациями"
275,2239,Обществознание
276,2275,"Развитие математических способностей обучающихся"
277,2276,"Развитие математических способностей обучающихся"
278,2277,"Развитие математических способностей обучающихся"
279,2278,Обществознание
280,2294,"Развитие личности средствами искусства"
281,2295,"Управление образовательными организациями"
282,2296,"Начальное образование"
283,2297,"Технологическое образование в системе профессиональной подготовки"
284,2306,"Информатика в образовании"
285,2311,"Актуальные стратегии и инструменты эффективного обучения химии"
286,2312,"Актуальные стратегии и инструменты эффективного обучения химии"
287,2324,"Физика и методико-информационные технологии в образовании"
288,2330,"Методология исторического образования"
289,2334,"Иностранные языки в контексте современной культуры"
290,2335,"Иностранные языки в контексте современной культуры"
291,2336,"Иностранные языки в контексте современной культуры"
292,2338,"Учитель-ученик-урок в школьной практике словесника"
293,2343,"Физическая культура"
294,1188,"Физическая культура. Безопасность жизнедеятельности"
295,1189,"Начальное и дошкольное образование"
296,1190,"Биология и химия"
297,1191,"Математика и физика"
298,1192,"Иностранный язык (английскиий) и Иностранный язык (немецкий)"
299,1193,"История. Обществознание"
300,1194,"Русский язык. Литература"
301,1422,"Русский язык. Литература"
302,1423,"История. Обществознание"
303,1424,"Иностранный язык (английскиий) и Иностранный язык (немецкий)"
304,1425,"Математика и физика"
305,1426,"Биология и химия"
306,1428,"Начальное и дошкольное образование"
307,1430,"Физическая культура. Безопасность жизнедеятельности"
308,1454,"Физическая культура. Безопасность жизнедеятельности"
309,1458,"Начальное и дошкольное образование"
310,1462,"Биология и химия"
311,1466,"Математика и физика"
312,1469,"Иностранный язык (английскиий) и Иностранный язык (немецкий)"
313,1473,"История. Обществознание"
314,1475,"Русский язык. Литература"
315,1689,"Русский язык. Литература"
316,1690,"История. Обществознание"
317,1691,"Иностранный язык (английскиий) и Иностранный язык (немецкий)"
318,1693,"Математика и физика"
319,1694,"Биология и химия"
320,1697,"Начальное и дошкольное образование"
321,1698,"Физическая культура. Безопасность жизнедеятельности"
322,1711,"Физическая культура. Безопасность жизнедеятельности"
323,1719,"Начальное и дошкольное образование"
324,1722,"Биология и химия"
325,1725,"Математика и физика"
326,1736,"Иностранный язык (английскиий) и Иностранный язык (немецкий)"
327,1738,"История. Обществознание"
328,1740,"Русский язык. Литература"
329,1918,"Биология и химия"
330,1922,"Физическая культура. Безопасность жизнедеятельности"
331,1924,"Начальное и дошкольное образование"
332,1928,"Математика и физика"
333,1929,"Иностранный язык (английскиий) и Иностранный язык (немецкий)"
334,1930,"История. Обществознание"
335,1931,"Русский язык. Литература"
336,2127,"Государственная политика и управление"
337,2290,"Государственная политика и управление"
338,2447,"Государственное управление и отраслевые политики"
339,2448,"Государственное управление и отраслевые политики"
340,2449,"Государственное управление и отраслевые политики"
341,1177,"Прикладная метеорология"
342,1309,"Прикладная метеорология"
343,1442,"Прикладная метеорология"
344,1577,"Прикладная метеорология"
345,1713,"Прикладная метеорология"
346,1860,"Прикладная метеорология"
347,2066,"Метеорология и климатология"
348,2068,"Метеорология и климатология"
349,1239,"Прикладная информатика в социологии"
350,1342,"Прикладная информатика в социологии"
351,1457,"Прикладная информатика в социологии"
352,1607,"Прикладная информатика в социологии"
353,1731,"Прикладная информатика в социологии"
354,1890,"Прикладная информатика в социологии"
355,2090,"Математические и компьютерные методы обработки информации"
356,2091,"Математические и компьютерные методы обработки информации"
357,2092,"Математические и компьютерные методы обработки информации"
358,1210,"Нелинейные процессы в микроволновых системах"
359,1325,"Нелинейные процессы в микроволновых системах"
360,1465,"Нелинейные процессы в микроволновых системах"
361,1591,"Нелинейные процессы в микроволновых системах"
362,1739,"Нелинейные процессы в микроволновых системах"
363,1874,"Нелинейные процессы в микроволновых системах"
364,2104,"Физика открытых нелинейных систем"
365,2185,"Физика открытых нелинейных систем"
366,2313,"Физика открытых нелинейных систем"
367,1292,"Разработка программно-информационных систем"
368,1356,"Разработка программно-информационных систем"
369,1497,"Разработка программно-информационных систем"
370,1622,"Разработка программно-информационных систем"
371,1792,"Разработка программно-информационных систем"
372,1909,"Разработка программно-информационных систем"
373,2398,"Разработка программно-информационных систем"
374,2399,"Разработка программно-информационных систем"
375,2150,"Кросс-культурная психология"
376,2151,"Консультативная психология"
377,2284,"Кросс-культурная психология"
378,2285,"Консультативная психология"
379,2382,"Организационная психология"
380,2384,"Организационная психология"
381,2441,"Общая психология, психология личности, история психологии"
382,2442,"Общая психология, психология личности, история психологии"
383,2443,"Общая психология, психология личности, история психологии"
384,2444,"Педагогическая психология, психодиагностика цифровых образовательных сред"
385,2445,"Педагогическая психология, психодиагностика цифровых образовательных сред"
386,2446,"Педагогическая психология, психодиагностика цифровых образовательных сред"
387,1187,"Практическая психология образования"
388,1264,"Психология образования и социальной сферы"
389,1266,"Психология и социальная педагогика"
390,1380,"Практическая психология образования"
391,1381,"Психология образования и социальной сферы"
392,1382,"Психология и социальная педагогика"
393,1448,"Практическая психология образования"
394,1527,"Психология образования и социальной сферы"
395,1528,"Психология и социальная педагогика"
396,1650,"Психология образования и социальной сферы"
397,1651,"Психология и социальная педагогика"
398,1702,"Практическая психология образования"
399,1704,"Практическая психология образования"
400,1838,"Психология образования и социальной сферы"
401,1840,"Психология и социальная педагогика"
402,1919,"Практическая психология образования"
403,1983,"Психология образования и социальной сферы"
404,1984,"Психология и социальная педагогика"
405,2138,"Педагогическая психология"
406,2139,"Социальная педагогика "
407,2140,"Диагностика и коррекция психического развития"
408,2146,"Психологическое онлайн-консультирование"
409,2226,"Диагностика и коррекция психического развития"
410,2227,"Педагогическая психология"
411,2228,"Психологическое онлайн-консультирование"
412,2229,"Социальная педагогика "
413,2298,"Диагностика и коррекция психического развития"
414,2299,"Педагогическая психология"
415,2300,"Психологическое онлайн-консультирование"
416,2301,"Социальная педагогика "
417,1212,"Физика микроволн"
418,1327,"Физика микроволн"
419,1468,"Физика микроволн"
420,1593,"Физика микроволн"
421,1742,"Физика микроволн"
422,1876,"Физика микроволн"
423,2400,"Физика микроволн"
424,2291,"Реклама и связи с общественностью"
425,2293,"Реклама и связи с общественностью"
426,1298,"Управление социокультурными процессами в конфессиональной сфере"
427,1492,"Управление социокультурными процессами в конфессиональной сфере"
428,1617,"Управление социокультурными процессами в конфессиональной сфере"
429,1783,"Управление социокультурными процессами в конфессиональной сфере"
430,1903,"Управление социокультурными процессами в конфессиональной сфере"
431,2154,"Администрирование в сфере государственных, религиозных и общественных отношений"
432,2281,"Администрирование в сфере государственных, религиозных и общественных отношений"
433,1253,"Бизнес-процессы на предприятиях сервиса"
434,1396,"Бизнес-процессы на предприятиях сервиса"
435,1541,"Бизнес-процессы на предприятиях сервиса"
436,1663,"Бизнес-процессы на предприятиях сервиса"
437,1830,"Бизнес-процессы на предприятиях сервиса"
438,1966,"Бизнес-процессы на предприятиях сервиса"
439,2046,"Инновационный сервис"
440,2333,"Инновационный сервис"
441,1436,"Системный анализ и исследование операций"
442,1437,"Системный анализ и исследование операций"
443,1500,"Системный анализ и исследование операций"
444,1625,"Системный анализ и исследование операций"
445,1795,"Системный анализ и исследование операций"
446,1911,"Системный анализ и исследование операций"
447,2163,Демография
448,2265,"Социология конфликта"
449,2266,Демография
450,2267,"Социология конфликта"
451,2268,Демография
452,2269,"Социология конфликта"
453,2270,"Социология социальной работы"
454,2271,"Социология политики"
455,2272,"Социология молодёжной политики"
456,2273,"Социология регионального развития"
457,1260,Сурдопедагогика
458,1261,"Специальная психология"
459,1262,Логопедия
460,1386,Сурдопедагогика
461,1387,"Специальная психология"
462,1388,Логопедия
463,1531,Сурдопедагогика
464,1532,"Специальная психология"
465,1533,Логопедия
466,1654,Логопедия
467,1656,Сурдопедагогика
468,1657,"Специальная психология"
469,1842,Логопедия
470,1845,Сурдопедагогика
471,1846,"Специальная психология"
472,1979,Сурдопедагогика
473,1980,"Специальная психология"
474,1981,Логопедия
475,2135,Логопедия
476,2136,Дефектология
477,2231,Дефектология
478,2232,Логопедия
479,2302,Дефектология
480,2303,Логопедия
481,1287,"Судебная деятельность"
482,1362,"Судебная деятельность"
483,1504,"Судебная деятельность"
484,1629,"Судебная деятельность"
485,1799,"Судебная деятельность"
486,1915,"Судебная деятельность"
487,2393,"Судебная деятельность"
488,1285,"Экспертизы веществ, материалов и изделий"
489,1508,"Экспертизы веществ, материалов и изделий"
490,1631,"Экспертизы веществ, материалов и изделий"
491,1801,"Экспертизы веществ, материалов и изделий"
492,1917,"Экспертизы веществ, материалов и изделий"
493,1297,"Организационно-управленческая деятельность в православной теологии"
494,1493,"Организационно-управленческая деятельность в православной теологии"
495,1618,"Организационно-управленческая деятельность в православной теологии"
496,1785,"Организационно-управленческая деятельность в православной теологии"
497,1904,"Организационно-управленческая деятельность в православной теологии"
498,2153,"Государственно-конфессиональные и общественные отношения в православной теологии"
499,2282,"Государственно-конфессиональные и общественные отношения в православной теологии"
500,1249,"Промышленная безопасность технологических процессов и производств"
501,1401,"Промышленная безопасность технологических процессов и производств"
502,1546,"Промышленная безопасность технологических процессов и производств"
503,1668,"Промышленная безопасность технологических процессов и производств"
504,1826,"Промышленная безопасность технологических процессов и производств"
505,1960,"Промышленная безопасность технологических процессов и производств"
506,2051,"Инновационный туризм"
507,2332,"Инновационный туризм"
508,1301,"Системы менеджмента качества инновационных организаций"
509,1335,"Системы менеджмента качества инновационных организаций"
510,1478,"Системы менеджмента качества инновационных организаций"
511,1601,"Системы менеджмента качества инновационных организаций"
512,1751,"Системы менеджмента качества инновационных организаций"
513,1884,"Системы менеджмента качества инновационных организаций"
514,2406,"Системы менеджмента качества инновационных организаций"
515,2388,"Менеджмент качества в инженерной и образовательной деятельности"
516,1276,"Управление персоналом организации"
517,1371,"Управление персоналом организации"
518,1514,"Управление персоналом организации"
519,1639,"Управление персоналом организации"
520,1997,"Управление персоналом организации"
521,1998,"Управление персоналом организации"
522,2412,"Управление персоналом организации"
523,1211,"Компьютерные технологии в медицинской физике"
524,1326,"Компьютерные технологии в медицинской физике"
525,1467,"Компьютерные технологии в медицинской физике"
526,1592,"Компьютерные технологии в медицинской физике"
527,1741,"Компьютерные технологии в медицинской физике"
528,1875,"Компьютерные технологии в медицинской физике"
529,1237,"Физкультурно-оздоровительные технологии"
530,1403,"Физкультурно-оздоровительные технологии"
531,1548,"Физкультурно-оздоровительные технологии"
532,1670,"Физкультурно-оздоровительные технологии"
533,1823,"Физкультурно-оздоровительные технологии"
534,2018,"Физкультурно-оздоровительные технологии"
535,2250,"Физкультурно-оздоровительные технологии"
536,2341,"Физкультурно-оздоровительные технологии"
537,2342,"Физкультурно-оздоровительные технологии"
538,2416,Радиофизика
539,2417,Радиофизика
540,2418,Радиофизика
541,2419,"Физическая электроника"
542,2420,"Физическая электроника"
543,2421,"Физическая электроника"
544,2422,Оптика
545,2423,Оптика
546,2424,Оптика
547,1224,"Зарубежная филология. Английский и немецкий/французский языки; Немецкий и английский языки (немецкий - основной)"
548,1226,"Зарубежная филология. Английский и немецкий/французский языки; Немецкий и английский языки (английский - основной)"
549,1230,"Отечественная филология (Русский язык и литература)"
550,1406,"Зарубежная филология. Английский и немецкий/французский языки; Немецкий и английский языки (немецкий - основной)"
551,1407,"Зарубежная филология. Английский и немецкий/французский языки; Немецкий и английский языки (английский - основной)"
552,1408,"Отечественная филология (Русский язык и литература)"
553,1551,"Отечественная филология (Русский язык и литература)"
554,1552,"Зарубежная филология. Английский и немецкий/французский языки; Немецкий и английский языки (немецкий - основной)"
555,1553,"Зарубежная филология. Английский и немецкий/французский языки; Немецкий и английский языки (английский - основной)"
556,1673,"Отечественная филология (Русский язык и литература)"
557,1675,"Зарубежная филология. Английский и немецкий/французский языки; Немецкий и английский языки (английский - основной)"
558,1676,"Зарубежная филология. Английский и немецкий/французский языки; Немецкий и английский языки (немецкий - основной)"
559,1818,"Зарубежная филология. Английский и немецкий/французский языки; Немецкий и английский языки (английский - основной)"
560,1819,"Зарубежная филология. Английский и немецкий/французский языки; Немецкий и английский языки (немецкий - основной)"
561,1820,"Отечественная филология (Русский язык и литература)"
562,1953,"Зарубежная филология. Английский и немецкий/французский языки; Немецкий и английский языки (английский - основной)"
563,1954,"Зарубежная филология. Английский и немецкий/французский языки; Немецкий и английский языки (немецкий - основной)"
564,1955,"Отечественная филология (Русский язык и литература)"
565,2468,"Русская литература и литературы народов Российской Федерации"
566,2469,"Русская литература и литературы народов Российской Федерации"
567,2470,"Русская литература и литературы народов Российской Федерации"
568,2471,"Русский язык. Языки народов России"
569,2472,"Русский язык. Языки народов России"
570,2473,"Русский язык. Языки народов России"
571,2474,"Теоретическая, прикладная и сравнительно-сопоставительная лингвистика"
572,2475,"Теоретическая, прикладная и сравнительно-сопоставительная лингвистика"
573,2476,"Теоретическая, прикладная и сравнительно-сопоставительная лингвистика"
574,2156,"Цифровое общество и технологическая этика"
575,2157,"Социальная философия"
576,2279,"Социальная философия"
577,2280,"Цифровое общество и технологическая этика"
578,2456,"История философии"
579,2457,"История философии"
580,2458,"История философии"
581,2459,"Социальная и политическая философия"
582,2460,"Социальная и политическая философия"
583,2461,"Социальная и политическая философия"
584,1295,"Информатика и компьютерные науки"
585,1353,"Информатика и компьютерные науки"
586,1494,"Информатика и компьютерные науки"
587,1619,"Информатика и компьютерные науки"
588,1787,"Информатика и компьютерные науки"
589,1906,"Информатика и компьютерные науки"
590,2404,"Информатика и компьютерные науки"
591,1250,"Химическая технология природных энергоносителей и углеродных материалов"
592,1400,"Химическая технология природных энергоносителей и углеродных материалов"
593,1545,"Химическая технология природных энергоносителей и углеродных материалов"
594,1667,"Химическая технология природных энергоносителей и углеродных материалов"
595,1827,"Химическая технология природных энергоносителей и углеродных материалов"
596,1961,"Химическая технология природных энергоносителей и углеродных материалов"
597,2410,"Химическая технология природных энергоносителей и углеродных материалов"
598,2411,"Химическая технология природных энергоносителей и углеродных материалов"
599,2106,"Химическая технология природных энергоносителей и углеродных материалов"
600,2309,"Химическая технология природных энергоносителей и углеродных материалов"
601,2310,"Химическая технология природных энергоносителей и углеродных материалов"
602,2107,"Химия синтетических и природных веществ"
603,2307,"Химия синтетических и природных веществ"
604,2308,"Химия синтетических и природных веществ"
605,1178,Природопользование
606,1310,Природопользование
607,1443,Природопользование
608,1578,Природопользование
609,1715,Природопользование
610,1861,Природопользование
611,2061,"Без профиля"
612,2062,"Без профиля"
613,2064,"Без профиля"
614,2131,"Финансовое планирование"
615,2286,"Финансовое планирование"
616,2385,Интернет-экономика
617,2386,Интернет-экономика
618,2387,Интернет-экономика
619,1232,"Микро- и наноэлектроника, диагностика нано- и биомедицинских систем"
620,1331,"Микро- и наноэлектроника, диагностика нано- и биомедицинских систем"
621,1474,"Микро- и наноэлектроника, диагностика нано- и биомедицинских систем"
622,1597,"Микро- и наноэлектроника, диагностика нано- и биомедицинских систем"
623,1747,"Микро- и наноэлектроника, диагностика нано- и биомедицинских систем"
624,1880,"Микро- и наноэлектроника, диагностика нано- и биомедицинских систем"
625,2401,"Микро- и наноэлектроника, диагностика нано- и биомедицинских систем"
626,2437,"Электронная компонентная база микро- и наноэлектроники, квантовых устройств"
627,2438,"Электронная компонентная база микро- и наноэлектроники, квантовых устройств"
628,2439,"Электронная компонентная база микро- и наноэлектроники, квантовых устройств"
629,2121,"Правовое сопровождение бизнеса"
630,2123,"Правовое обеспечение деятельности органов публичной власти"
631,2125,"Уголовное право и процесс"
632,2213,"Правовое обеспечение деятельности органов публичной власти"
633,2214,"Уголовное право и процесс"
634,2287,"Правовое обеспечение деятельности органов публичной власти"
635,2288,"Правовое сопровождение бизнеса"
636,2289,"Уголовное право и процесс"
637,2073,"Геологические ресурсы региона: мониторинг природных и туристических объектов"
638,2075,"Геологические ресурсы региона: мониторинг природных и туристических объектов"
639,2063,"Исторический феномен России: государство, общество, регионы"
640,2175,"Исторический феномен России: государство, общество, регионы"
641,2372,"Исторический феномен России: государство, общество, регионы"
642,2252,"История культуры и искусства"
643,2129,"Корпоративное управление"
644,2215,"Корпоративное управление"
645,2249,"Менеджмент в образовании"
646,2356,"Корпоративное управление"
647,1786,"Эстрадно-джазовое пение"
648,1940,"Эстрадно-джазовое пение"
649,1207,"Руководство хореографическим любительским коллективом"
650,1418,"Руководство хореографическим любительским коллективом"
651,1564,"Руководство хореографическим любительским коллективом"
652,1686,"Руководство хореографическим любительским коллективом"
653,1777,"Руководство хореографическим любительским коллективом"
654,1781,"Руководство любительским театром"
655,1941,"Руководство любительским театром"
656,1943,"Руководство любительским театром"
657,2118,"Танцевальная культура"
658,2205,"Танцевальная культура"
659,2367,"Танцевальная культура"
660,2022,"Геолого-геофизический сервис"
661,2023,"Геолого-геофизический сервис"
662,1179,География
663,1209,Музыка
664,1217,"Филологическое образование"
665,1220,"Математическое образование"
666,1225,Физика
667,1236,"Физическая культура"
668,1269,"Начальное образование"
669,1272,"Дошкольное образование"
670,1273,Технология
671,1311,География
672,1324,"Математическое образование"
673,1337,Физика
674,1405,"Физическая культура"
675,1413,"Филологическое образование"
676,1416,Музыка
677,1432,Технология
678,1433,"Начальное образование"
679,1444,География
680,1464,"Математическое образование"
681,1480,Физика
682,1523,"Начальное образование"
683,1524,"Дошкольное образование"
684,1525,Технология
685,1550,"Физическая культура"
686,1559,"Филологическое образование"
687,1562,Музыка
688,1579,География
689,1590,"Математическое образование"
690,1603,Физика
691,1646,"Начальное образование"
692,1648,"Дошкольное образование"
693,1672,"Физическая культура"
694,1681,"Филологическое образование"
695,1684,Музыка
696,1703,Технология
697,1708,Биология
698,1716,География
699,1737,"Математическое образование"
700,1753,Физика
701,1789,Музыка
702,1809,"Начальное образование"
703,1810,"Дошкольное образование"
704,1811,Технология
705,1814,"Филологическое образование"
706,1822,"Физическая культура"
